"subject" "activity" "measurement" "averagemean" "averagestd"
17 "walking" "fBodyGyroY" -0.49 -0.44
17 "walking" "fBodyGyroZ" -0.4 -0.44
17 "walking" "tBodyAccJerkMag" -0.3 -0.28
17 "walking" "tBodyAccJerkX" 0.08 -0.36
17 "walking" "tBodyAccJerkY" 0.01 -0.09
17 "walking" "tBodyAccJerkZ" 0.02 -0.53
17 "walking" "tBodyAccMag" -0.15 -0.46
17 "walking" "tBodyAccX" 0.27 -0.32
17 "walking" "tBodyAccY" -0.02 -0.02
17 "walking" "tBodyAccZ" -0.11 -0.27
17 "walking" "tBodyGyroJerkMag" -0.52 -0.54
17 "walking" "tBodyGyroJerkX" -0.11 -0.43
17 "walking" "tBodyGyroJerkY" -0.04 -0.56
17 "walking" "tBodyGyroJerkZ" -0.05 -0.52
17 "walking" "tBodyGyroMag" -0.34 -0.52
17 "walking" "tBodyGyroX" -0.01 -0.48
17 "walking" "tBodyGyroY" -0.08 -0.45
17 "walking" "tBodyGyroZ" 0.08 -0.39
17 "walking" "tGravityAccMag" -0.15 -0.46
17 "walking" "tGravityAccX" 0.93 -0.98
17 "walking" "tGravityAccY" -0.18 -0.97
17 "walking" "tGravityAccZ" -0.19 -0.96
17 "walking_upstairs" "fBodyAccJerkX" -0.36 -0.29
17 "walking_upstairs" "fBodyAccJerkY" -0.38 -0.37
17 "walking_upstairs" "fBodyAccJerkZ" -0.63 -0.68
17 "walking_upstairs" "fBodyAccMag" -0.15 -0.22
17 "walking_upstairs" "fBodyAccX" -0.14 -0.04
17 "walking_upstairs" "fBodyAccY" -0.12 -0.03
17 "walking_upstairs" "fBodyAccZ" -0.4 -0.2
17 "walking_upstairs" "fBodyBodyAccJerkMag" -0.36 -0.44
17 "walking_upstairs" "fBodyBodyGyroJerkMag" -0.67 -0.72
17 "walking_upstairs" "fBodyBodyGyroMag" -0.5 -0.5
17 "walking_upstairs" "fBodyGyroX" -0.42 -0.52
17 "walking_upstairs" "fBodyGyroY" -0.52 -0.48
17 "walking_upstairs" "fBodyGyroZ" -0.32 -0.28
17 "walking_upstairs" "tBodyAccJerkMag" -0.36 -0.39
17 "walking_upstairs" "tBodyAccJerkX" 0.08 -0.29
17 "walking_upstairs" "tBodyAccJerkY" 0.03 -0.35
17 "walking_upstairs" "tBodyAccJerkZ" 0.01 -0.66
17 "walking_upstairs" "tBodyAccMag" -0.01 -0.1
17 "walking_upstairs" "tBodyAccX" 0.25 -0.06
17 "walking_upstairs" "tBodyAccY" -0.02 -0.01
17 "walking_upstairs" "tBodyAccZ" -0.12 -0.23
17 "walking_upstairs" "tBodyGyroJerkMag" -0.64 -0.68
17 "walking_upstairs" "tBodyGyroJerkX" -0.14 -0.61
17 "walking_upstairs" "tBodyGyroJerkY" -0.04 -0.68
17 "walking_upstairs" "tBodyGyroJerkZ" -0.02 -0.61
17 "walking_upstairs" "tBodyGyroMag" -0.24 -0.44
17 "walking_upstairs" "tBodyGyroX" -0.03 -0.5
17 "walking_upstairs" "tBodyGyroY" -0.05 -0.49
17 "walking_upstairs" "tBodyGyroZ" 0.06 -0.23
17 "walking_upstairs" "tGravityAccMag" -0.01 -0.1
17 "walking_upstairs" "tGravityAccX" 0.85 -0.95
17 "walking_upstairs" "tGravityAccY" -0.28 -0.92
17 "walking_upstairs" "tGravityAccZ" -0.3 -0.93
17 "walking_downstairs" "fBodyAccJerkX" -0.22 -0.07
17 "walking_downstairs" "fBodyAccJerkY" -0.35 -0.3
17 "walking_downstairs" "fBodyAccJerkZ" -0.5 -0.57
17 "walking_downstairs" "fBodyAccMag" 0.06 -0.06
17 "walking_downstairs" "fBodyAccX" -0.02 0.26
17 "walking_downstairs" "fBodyAccY" -0.13 -0.09
17 "walking_downstairs" "fBodyAccZ" -0.32 -0.25
17 "walking_downstairs" "fBodyBodyAccJerkMag" -0.19 -0.24
17 "walking_downstairs" "fBodyBodyGyroJerkMag" -0.58 -0.64
17 "walking_downstairs" "fBodyBodyGyroMag" -0.41 -0.43
17 "walking_downstairs" "fBodyGyroX" -0.32 -0.39
17 "walking_downstairs" "fBodyGyroY" -0.45 -0.47
17 "walking_downstairs" "fBodyGyroZ" -0.4 -0.54
17 "walking_downstairs" "tBodyAccJerkMag" -0.22 -0.21
17 "walking_downstairs" "tBodyAccJerkX" 0.12 -0.1
17 "walking_downstairs" "tBodyAccJerkY" -0.01 -0.3
17 "walking_downstairs" "tBodyAccJerkZ" -0.01 -0.54
17 "walking_downstairs" "tBodyAccMag" 0.15 0.09
17 "walking_downstairs" "tBodyAccX" 0.29 0.19
17 "walking_downstairs" "tBodyAccY" -0.02 -0.06
17 "walking_downstairs" "tBodyAccZ" -0.09 -0.23
17 "walking_downstairs" "tBodyGyroJerkMag" -0.54 -0.59
17 "walking_downstairs" "tBodyGyroJerkX" -0.11 -0.53
17 "walking_downstairs" "tBodyGyroJerkY" -0.04 -0.57
17 "walking_downstairs" "tBodyGyroJerkZ" -0.06 -0.54
17 "walking_downstairs" "tBodyGyroMag" -0.23 -0.35
17 "walking_downstairs" "tBodyGyroX" 0.07 -0.37
17 "walking_downstairs" "tBodyGyroY" -0.12 -0.46
17 "walking_downstairs" "tBodyGyroZ" 0.02 -0.47
17 "walking_downstairs" "tGravityAccMag" 0.15 0.09
17 "walking_downstairs" "tGravityAccX" 0.93 -0.95
17 "walking_downstairs" "tGravityAccY" -0.15 -0.95
17 "walking_downstairs" "tGravityAccZ" -0.16 -0.9
17 "sitting" "fBodyAccJerkX" -0.99 -0.99
17 "sitting" "fBodyAccJerkY" -0.99 -0.99
17 "sitting" "fBodyAccJerkZ" -0.99 -0.99
17 "sitting" "fBodyAccMag" -0.97 -0.97
17 "sitting" "fBodyAccX" -0.99 -0.99
17 "sitting" "fBodyAccY" -0.97 -0.96
17 "sitting" "fBodyAccZ" -0.97 -0.96
17 "sitting" "fBodyBodyAccJerkMag" -0.99 -0.99
17 "sitting" "fBodyBodyGyroJerkMag" -1 -0.99
17 "sitting" "fBodyBodyGyroMag" -0.98 -0.97
17 "sitting" "fBodyGyroX" -0.99 -0.99
17 "sitting" "fBodyGyroY" -0.99 -0.98
17 "sitting" "fBodyGyroZ" -0.98 -0.98
17 "sitting" "tBodyAccJerkMag" -0.99 -0.99
17 "sitting" "tBodyAccJerkX" 0.08 -0.99
17 "sitting" "tBodyAccJerkY" 0.01 -0.99
17 "sitting" "tBodyAccJerkZ" 0 -0.99
17 "sitting" "tBodyAccMag" -0.97 -0.97
17 "sitting" "tBodyAccX" 0.28 -0.99
17 "sitting" "tBodyAccY" -0.01 -0.96
17 "sitting" "tBodyAccZ" -0.11 -0.97
17 "sitting" "tBodyGyroJerkMag" -1 -0.99
17 "sitting" "tBodyGyroJerkX" -0.09 -1
17 "sitting" "tBodyGyroJerkY" -0.04 -0.99
17 "sitting" "tBodyGyroJerkZ" -0.05 -0.99
17 "sitting" "tBodyGyroMag" -0.97 -0.98
17 "sitting" "tBodyGyroX" -0.04 -0.99
17 "sitting" "tBodyGyroY" -0.07 -0.99
17 "sitting" "tBodyGyroZ" 0.09 -0.98
17 "sitting" "tGravityAccMag" -0.97 -0.97
17 "sitting" "tGravityAccX" 0.94 -0.99
17 "sitting" "tGravityAccY" 0 -0.97
17 "sitting" "tGravityAccZ" -0.14 -0.96
17 "standing" "fBodyAccJerkX" -0.99 -0.99
17 "standing" "fBodyAccJerkY" -0.99 -0.99
17 "standing" "fBodyAccJerkZ" -0.99 -0.99
17 "standing" "fBodyAccMag" -0.98 -0.98
17 "standing" "fBodyAccX" -0.99 -0.99
17 "standing" "fBodyAccY" -0.97 -0.97
17 "standing" "fBodyAccZ" -0.98 -0.97
17 "standing" "fBodyBodyAccJerkMag" -0.99 -0.99
17 "standing" "fBodyBodyGyroJerkMag" -0.99 -0.99
17 "standing" "fBodyBodyGyroMag" -0.98 -0.98
17 "standing" "fBodyGyroX" -0.98 -0.98
17 "standing" "fBodyGyroY" -0.99 -0.98
17 "standing" "fBodyGyroZ" -0.99 -0.99
17 "standing" "tBodyAccJerkMag" -0.99 -0.99
17 "standing" "tBodyAccJerkX" 0.07 -0.99
17 "standing" "tBodyAccJerkY" 0.01 -0.99
17 "standing" "tBodyAccJerkZ" 0 -0.99
17 "standing" "tBodyAccMag" -0.98 -0.98
17 "standing" "tBodyAccX" 0.28 -0.99
17 "standing" "tBodyAccY" -0.02 -0.97
17 "standing" "tBodyAccZ" -0.11 -0.97
17 "standing" "tBodyGyroJerkMag" -0.99 -0.99
17 "standing" "tBodyGyroJerkX" -0.1 -0.99
17 "standing" "tBodyGyroJerkY" -0.04 -0.99
17 "standing" "tBodyGyroJerkZ" -0.05 -0.99
17 "standing" "tBodyGyroMag" -0.98 -0.98
17 "standing" "tBodyGyroX" -0.03 -0.98
17 "standing" "tBodyGyroY" -0.08 -0.99
17 "standing" "tBodyGyroZ" 0.09 -0.99
17 "standing" "tGravityAccMag" -0.98 -0.98
17 "standing" "tGravityAccX" 0.9 -0.99
17 "standing" "tGravityAccY" -0.26 -0.98
17 "standing" "tGravityAccZ" -0.2 -0.97
17 "laying" "fBodyAccJerkX" -0.98 -0.98
17 "laying" "fBodyAccJerkY" -0.98 -0.98
17 "laying" "fBodyAccJerkZ" -0.98 -0.98
17 "laying" "fBodyAccMag" -0.96 -0.95
17 "laying" "fBodyAccX" -0.97 -0.97
17 "laying" "fBodyAccY" -0.95 -0.94
17 "laying" "fBodyAccZ" -0.97 -0.95
17 "laying" "fBodyBodyAccJerkMag" -0.98 -0.98
17 "laying" "fBodyBodyGyroJerkMag" -0.98 -0.98
17 "laying" "fBodyBodyGyroMag" -0.97 -0.96
17 "laying" "fBodyGyroX" -0.97 -0.98
17 "laying" "fBodyGyroY" -0.97 -0.97
17 "laying" "fBodyGyroZ" -0.98 -0.98
17 "laying" "tBodyAccJerkMag" -0.98 -0.98
17 "laying" "tBodyAccJerkX" 0.08 -0.98
17 "laying" "tBodyAccJerkY" 0.01 -0.98
17 "laying" "tBodyAccJerkZ" 0 -0.98
17 "laying" "tBodyAccMag" -0.95 -0.95
17 "laying" "tBodyAccX" 0.27 -0.97
17 "laying" "tBodyAccY" -0.02 -0.94
17 "laying" "tBodyAccZ" -0.11 -0.95
17 "laying" "tBodyGyroJerkMag" -0.99 -0.98
17 "laying" "tBodyGyroJerkX" -0.1 -0.98
17 "laying" "tBodyGyroJerkY" -0.04 -0.98
17 "laying" "tBodyGyroJerkZ" -0.06 -0.99
17 "laying" "tBodyGyroMag" -0.96 -0.96
17 "laying" "tBodyGyroX" -0.02 -0.98
17 "laying" "tBodyGyroY" -0.09 -0.97
17 "laying" "tBodyGyroZ" 0.11 -0.98
17 "laying" "tGravityAccMag" -0.95 -0.95
17 "laying" "tGravityAccX" -0.2 -0.96
17 "laying" "tGravityAccY" 0.66 -0.96
17 "laying" "tGravityAccZ" 0.72 -0.96
18 "walking" "fBodyAccJerkX" -0.41 -0.38
18 "walking" "fBodyAccJerkY" -0.36 -0.32
18 "walking" "fBodyAccJerkZ" -0.6 -0.66
18 "walking" "fBodyAccMag" -0.42 -0.57
18 "walking" "fBodyAccX" -0.37 -0.38
18 "walking" "fBodyAccY" -0.24 -0.27
18 "walking" "fBodyAccZ" -0.49 -0.44
18 "walking" "fBodyBodyAccJerkMag" -0.41 -0.44
18 "walking" "fBodyBodyGyroJerkMag" -0.71 -0.77
18 "walking" "fBodyBodyGyroMag" -0.62 -0.67
18 "walking" "fBodyGyroX" -0.61 -0.73
18 "walking" "fBodyGyroY" -0.57 -0.46
18 "walking" "fBodyGyroZ" -0.54 -0.55
18 "walking" "tBodyAccJerkMag" -0.38 -0.43
18 "walking" "tBodyAccJerkX" 0.08 -0.37
18 "walking" "tBodyAccJerkY" 0.03 -0.32
18 "walking" "tBodyAccJerkZ" 0.01 -0.63
18 "walking" "tBodyAccMag" -0.29 -0.46
18 "walking" "tBodyAccX" 0.27 -0.38
18 "walking" "tBodyAccY" -0.02 -0.23
18 "walking" "tBodyAccZ" -0.1 -0.43
18 "walking" "tBodyGyroJerkMag" -0.64 -0.73
18 "walking" "tBodyGyroJerkX" -0.1 -0.58
18 "walking" "tBodyGyroJerkY" -0.04 -0.69
18 "walking" "tBodyGyroJerkZ" -0.05 -0.66
18 "walking" "tBodyGyroMag" -0.5 -0.61
18 "walking" "tBodyGyroX" -0.04 -0.7
18 "walking" "tBodyGyroY" -0.06 -0.5
18 "walking" "tBodyGyroZ" 0.09 -0.51
18 "walking" "tGravityAccMag" -0.29 -0.46
18 "walking" "tGravityAccX" 0.92 -0.98
18 "walking" "tGravityAccY" -0.25 -0.98
18 "walking" "tGravityAccZ" -0.06 -0.97
18 "walking_upstairs" "fBodyAccJerkX" -0.59 -0.58
18 "walking_upstairs" "fBodyAccJerkY" -0.58 -0.59
18 "walking_upstairs" "fBodyAccJerkZ" -0.74 -0.78
18 "walking_upstairs" "fBodyAccMag" -0.44 -0.44
18 "walking_upstairs" "fBodyAccX" -0.47 -0.35
18 "walking_upstairs" "fBodyAccY" -0.36 -0.19
18 "walking_upstairs" "fBodyAccZ" -0.52 -0.27
18 "walking_upstairs" "fBodyBodyAccJerkMag" -0.57 -0.59
18 "walking_upstairs" "fBodyBodyGyroJerkMag" -0.83 -0.86
18 "walking_upstairs" "fBodyBodyGyroMag" -0.65 -0.53
18 "walking_upstairs" "fBodyGyroX" -0.59 -0.6
18 "walking_upstairs" "fBodyGyroY" -0.65 -0.44
18 "walking_upstairs" "fBodyGyroZ" -0.5 -0.47
18 "walking_upstairs" "tBodyAccJerkMag" -0.6 -0.58
18 "walking_upstairs" "tBodyAccJerkX" 0.08 -0.56
18 "walking_upstairs" "tBodyAccJerkY" 0.02 -0.57
18 "walking_upstairs" "tBodyAccJerkZ" 0.01 -0.76
18 "walking_upstairs" "tBodyAccMag" -0.28 -0.37
18 "walking_upstairs" "tBodyAccX" 0.27 -0.38
18 "walking_upstairs" "tBodyAccY" -0.02 -0.21
18 "walking_upstairs" "tBodyAccZ" -0.11 -0.31
18 "walking_upstairs" "tBodyGyroJerkMag" -0.78 -0.84
18 "walking_upstairs" "tBodyGyroJerkX" -0.09 -0.76
18 "walking_upstairs" "tBodyGyroJerkY" -0.05 -0.83
18 "walking_upstairs" "tBodyGyroJerkZ" -0.07 -0.72
18 "walking_upstairs" "tBodyGyroMag" -0.37 -0.53
18 "walking_upstairs" "tBodyGyroX" -0.05 -0.59
18 "walking_upstairs" "tBodyGyroY" -0.05 -0.51
18 "walking_upstairs" "tBodyGyroZ" 0.09 -0.43
18 "walking_upstairs" "tGravityAccMag" -0.28 -0.37
18 "walking_upstairs" "tGravityAccX" 0.88 -0.96
18 "walking_upstairs" "tGravityAccY" -0.32 -0.94
18 "walking_upstairs" "tGravityAccZ" -0.11 -0.91
18 "walking_downstairs" "fBodyAccJerkX" -0.41 -0.42
18 "walking_downstairs" "fBodyAccJerkY" -0.47 -0.46
18 "walking_downstairs" "fBodyAccJerkZ" -0.62 -0.68
18 "walking_downstairs" "fBodyAccMag" -0.24 -0.34
18 "walking_downstairs" "fBodyAccX" -0.35 -0.29
18 "walking_downstairs" "fBodyAccY" -0.31 -0.27
18 "walking_downstairs" "fBodyAccZ" -0.51 -0.42
18 "walking_downstairs" "fBodyBodyAccJerkMag" -0.38 -0.39
18 "walking_downstairs" "fBodyBodyGyroJerkMag" -0.74 -0.76
18 "walking_downstairs" "fBodyBodyGyroMag" -0.6 -0.53
18 "walking_downstairs" "fBodyGyroX" -0.49 -0.51
18 "walking_downstairs" "fBodyGyroY" -0.64 -0.61
18 "walking_downstairs" "fBodyGyroZ" -0.45 -0.54
18 "walking_downstairs" "tBodyAccJerkMag" -0.47 -0.38
18 "walking_downstairs" "tBodyAccJerkX" 0.08 -0.39
18 "walking_downstairs" "tBodyAccJerkY" 0 -0.45
18 "walking_downstairs" "tBodyAccJerkZ" -0.01 -0.65
18 "walking_downstairs" "tBodyAccMag" -0.29 -0.23
18 "walking_downstairs" "tBodyAccX" 0.29 -0.3
18 "walking_downstairs" "tBodyAccY" -0.02 -0.25
18 "walking_downstairs" "tBodyAccZ" -0.1 -0.42
18 "walking_downstairs" "tBodyGyroJerkMag" -0.7 -0.74
18 "walking_downstairs" "tBodyGyroJerkX" -0.08 -0.68
18 "walking_downstairs" "tBodyGyroJerkY" -0.05 -0.75
18 "walking_downstairs" "tBodyGyroJerkZ" -0.06 -0.61
18 "walking_downstairs" "tBodyGyroMag" -0.38 -0.51
18 "walking_downstairs" "tBodyGyroX" -0.06 -0.5
18 "walking_downstairs" "tBodyGyroY" -0.06 -0.62
18 "walking_downstairs" "tBodyGyroZ" 0.1 -0.48
18 "walking_downstairs" "tGravityAccMag" -0.29 -0.23
18 "walking_downstairs" "tGravityAccX" 0.93 -0.96
18 "walking_downstairs" "tGravityAccY" -0.23 -0.93
18 "walking_downstairs" "tGravityAccZ" -0.05 -0.92
18 "sitting" "fBodyAccJerkX" -0.99 -0.99
18 "sitting" "fBodyAccJerkY" -0.98 -0.99
18 "sitting" "fBodyAccJerkZ" -0.99 -0.99
18 "sitting" "fBodyAccMag" -0.98 -0.98
18 "sitting" "fBodyAccX" -0.99 -0.99
18 "sitting" "fBodyAccY" -0.98 -0.97
18 "sitting" "fBodyAccZ" -0.98 -0.98
18 "sitting" "fBodyBodyAccJerkMag" -0.99 -0.99
18 "sitting" "fBodyBodyGyroJerkMag" -0.99 -0.99
18 "sitting" "fBodyBodyGyroMag" -0.99 -0.98
18 "sitting" "fBodyGyroX" -0.99 -0.99
18 "sitting" "fBodyGyroY" -0.99 -0.99
18 "sitting" "fBodyGyroZ" -0.98 -0.98
18 "sitting" "tBodyAccJerkMag" -0.99 -0.99
18 "sitting" "tBodyAccJerkX" 0.08 -0.99
18 "sitting" "tBodyAccJerkY" 0.01 -0.98
18 "sitting" "tBodyAccJerkZ" 0 -0.99
18 "sitting" "tBodyAccMag" -0.98 -0.98
18 "sitting" "tBodyAccX" 0.28 -0.99
18 "sitting" "tBodyAccY" -0.01 -0.97
18 "sitting" "tBodyAccZ" -0.11 -0.98
18 "sitting" "tBodyGyroJerkMag" -0.99 -0.99
18 "sitting" "tBodyGyroJerkX" -0.1 -0.99
18 "sitting" "tBodyGyroJerkY" -0.04 -0.99
18 "sitting" "tBodyGyroJerkZ" -0.05 -0.99
18 "sitting" "tBodyGyroMag" -0.98 -0.98
18 "sitting" "tBodyGyroX" -0.03 -0.99
18 "sitting" "tBodyGyroY" -0.07 -0.99
18 "sitting" "tBodyGyroZ" 0.08 -0.98
18 "sitting" "tGravityAccMag" -0.98 -0.98
18 "sitting" "tGravityAccX" 0.91 -0.99
18 "sitting" "tGravityAccY" 0.13 -0.98
18 "sitting" "tGravityAccZ" 0.16 -0.98
18 "standing" "fBodyAccJerkX" -0.99 -0.99
18 "standing" "fBodyAccJerkY" -0.98 -0.98
18 "standing" "fBodyAccJerkZ" -0.99 -0.99
18 "standing" "fBodyAccMag" -0.98 -0.97
18 "standing" "fBodyAccX" -0.99 -0.99
18 "standing" "fBodyAccY" -0.96 -0.95
18 "standing" "fBodyAccZ" -0.98 -0.96
18 "standing" "fBodyBodyAccJerkMag" -0.98 -0.99
18 "standing" "fBodyBodyGyroJerkMag" -0.99 -0.99
18 "standing" "fBodyBodyGyroMag" -0.97 -0.96
18 "standing" "fBodyGyroX" -0.96 -0.96
18 "standing" "fBodyGyroY" -0.98 -0.98
18 "standing" "fBodyGyroZ" -0.97 -0.97
18 "standing" "tBodyAccJerkMag" -0.99 -0.99
18 "standing" "tBodyAccJerkX" 0.08 -0.99
18 "standing" "tBodyAccJerkY" 0.01 -0.98
18 "standing" "tBodyAccJerkZ" 0 -0.99
18 "standing" "tBodyAccMag" -0.97 -0.97
18 "standing" "tBodyAccX" 0.28 -0.99
18 "standing" "tBodyAccY" -0.02 -0.95
18 "standing" "tBodyAccZ" -0.11 -0.96
18 "standing" "tBodyGyroJerkMag" -0.99 -0.99
18 "standing" "tBodyGyroJerkX" -0.1 -0.98
18 "standing" "tBodyGyroJerkY" -0.04 -0.99
18 "standing" "tBodyGyroJerkZ" -0.05 -0.99
18 "standing" "tBodyGyroMag" -0.96 -0.96
18 "standing" "tBodyGyroX" -0.03 -0.96
18 "standing" "tBodyGyroY" -0.07 -0.98
18 "standing" "tBodyGyroZ" 0.08 -0.97
18 "standing" "tGravityAccMag" -0.97 -0.97
18 "standing" "tGravityAccX" 0.95 -0.99
18 "standing" "tGravityAccY" -0.2 -0.98
18 "standing" "tGravityAccZ" -0.05 -0.98
18 "laying" "fBodyAccJerkX" -0.99 -0.99
18 "laying" "fBodyAccJerkY" -0.99 -0.99
18 "laying" "fBodyAccJerkZ" -0.99 -0.99
18 "laying" "fBodyAccMag" -0.99 -0.99
18 "laying" "fBodyAccX" -0.99 -0.98
18 "laying" "fBodyAccY" -0.98 -0.99
18 "laying" "fBodyAccZ" -0.99 -0.99
18 "laying" "fBodyBodyAccJerkMag" -0.99 -0.99
18 "laying" "fBodyBodyGyroJerkMag" -0.99 -0.99
18 "laying" "fBodyBodyGyroMag" -0.98 -0.98
18 "laying" "fBodyGyroX" -0.99 -0.99
18 "laying" "fBodyGyroY" -0.99 -0.98
18 "laying" "fBodyGyroZ" -0.98 -0.99
18 "laying" "tBodyAccJerkMag" -0.99 -0.99
18 "laying" "tBodyAccJerkX" 0.07 -0.99
18 "laying" "tBodyAccJerkY" 0.01 -0.99
18 "laying" "tBodyAccJerkZ" 0 -0.99
18 "laying" "tBodyAccMag" -0.99 -0.99
18 "laying" "tBodyAccX" 0.27 -0.98
18 "laying" "tBodyAccY" -0.02 -0.99
18 "laying" "tBodyAccZ" -0.11 -0.99
18 "laying" "tBodyGyroJerkMag" -0.99 -0.99
18 "laying" "tBodyGyroJerkX" -0.1 -1
18 "laying" "tBodyGyroJerkY" -0.04 -0.99
18 "laying" "tBodyGyroJerkZ" -0.06 -0.99
18 "laying" "tBodyGyroMag" -0.98 -0.98
18 "laying" "tBodyGyroX" -0.03 -0.99
18 "laying" "tBodyGyroY" -0.08 -0.98
18 "laying" "tBodyGyroZ" 0.09 -0.99
18 "laying" "tGravityAccMag" -0.99 -0.99
18 "laying" "tGravityAccX" -0.22 -0.98
18 "laying" "tGravityAccY" 0.72 -0.99
18 "laying" "tGravityAccZ" 0.61 -0.99
19 "walking" "fBodyAccJerkX" 0.03 0.09
19 "walking" "fBodyAccJerkY" 0.01 0.09
19 "walking" "fBodyAccJerkZ" -0.13 -0.23
19 "walking" "fBodyAccMag" 0.03 -0.32
19 "walking" "fBodyAccX" -0.03 -0.06
19 "walking" "fBodyAccY" 0.17 0.11
19 "walking" "fBodyAccZ" -0.1 -0.23
19 "walking" "fBodyBodyAccJerkMag" 0.07 -0.02
19 "walking" "fBodyBodyGyroJerkMag" -0.26 -0.34
19 "walking" "fBodyBodyGyroMag" -0.1 -0.14
19 "walking" "fBodyGyroX" 0.23 -0.11
19 "walking" "fBodyGyroY" -0.1 -0.13
19 "walking" "fBodyGyroZ" -0.01 -0.22
19 "walking" "tBodyAccJerkMag" 0.11 0.04
19 "walking" "tBodyAccJerkX" 0.08 0.11
19 "walking" "tBodyAccJerkY" 0.01 0.08
19 "walking" "tBodyAccJerkZ" -0.03 -0.18
19 "walking" "tBodyAccMag" 0.06 -0.1
19 "walking" "tBodyAccX" 0.27 -0.05
19 "walking" "tBodyAccY" -0.02 0.18
19 "walking" "tBodyAccZ" -0.12 -0.14
19 "walking" "tBodyGyroJerkMag" -0.16 -0.27
19 "walking" "tBodyGyroJerkX" -0.08 0.08
19 "walking" "tBodyGyroJerkY" -0.03 -0.29
19 "walking" "tBodyGyroJerkZ" -0.06 -0.21
19 "walking" "tBodyGyroMag" 0.1 -0.02
19 "walking" "tBodyGyroX" -0.03 -0.03
19 "walking" "tBodyGyroY" -0.08 -0.11
19 "walking" "tBodyGyroZ" 0.08 -0.1
19 "walking" "tGravityAccMag" 0.06 -0.1
19 "walking" "tGravityAccX" 0.94 -0.97
19 "walking" "tGravityAccY" -0.22 -0.96
19 "walking" "tGravityAccZ" -0.09 -0.93
19 "walking_upstairs" "fBodyAccJerkX" -0.21 -0.22
19 "walking_upstairs" "fBodyAccJerkY" -0.07 -0.01
19 "walking_upstairs" "fBodyAccJerkZ" -0.38 -0.51
19 "walking_upstairs" "fBodyAccMag" -0.08 -0.37
19 "walking_upstairs" "fBodyAccX" -0.16 -0.12
19 "walking_upstairs" "fBodyAccY" 0.11 0.13
19 "walking_upstairs" "fBodyAccZ" -0.22 -0.24
19 "walking_upstairs" "fBodyBodyAccJerkMag" -0.19 -0.43
19 "walking_upstairs" "fBodyBodyGyroJerkMag" -0.48 -0.59
19 "walking_upstairs" "fBodyBodyGyroMag" -0.29 -0.38
19 "walking_upstairs" "fBodyGyroX" -0.19 -0.48
19 "walking_upstairs" "fBodyGyroY" -0.23 -0.15
19 "walking_upstairs" "fBodyGyroZ" -0.07 -0.21
19 "walking_upstairs" "tBodyAccJerkMag" -0.11 -0.28
19 "walking_upstairs" "tBodyAccJerkX" 0.08 -0.17
19 "walking_upstairs" "tBodyAccJerkY" 0.06 -0.01
19 "walking_upstairs" "tBodyAccJerkZ" 0.03 -0.44
19 "walking_upstairs" "tBodyAccMag" 0.02 -0.18
19 "walking_upstairs" "tBodyAccX" 0.24 -0.13
19 "walking_upstairs" "tBodyAccY" -0.03 0.18
19 "walking_upstairs" "tBodyAccZ" -0.15 -0.19
19 "walking_upstairs" "tBodyGyroJerkMag" -0.37 -0.51
19 "walking_upstairs" "tBodyGyroJerkX" -0.1 -0.24
19 "walking_upstairs" "tBodyGyroJerkY" -0.03 -0.49
19 "walking_upstairs" "tBodyGyroJerkZ" -0.05 -0.38
19 "walking_upstairs" "tBodyGyroMag" -0.06 -0.26
19 "walking_upstairs" "tBodyGyroX" 0.04 -0.41
19 "walking_upstairs" "tBodyGyroY" -0.13 -0.17
19 "walking_upstairs" "tBodyGyroZ" 0 -0.11
19 "walking_upstairs" "tGravityAccMag" 0.02 -0.18
19 "walking_upstairs" "tGravityAccX" 0.83 -0.92
19 "walking_upstairs" "tGravityAccY" -0.39 -0.9
19 "walking_upstairs" "tGravityAccZ" -0.22 -0.84
19 "walking_downstairs" "fBodyAccJerkX" 0.47 0.48
19 "walking_downstairs" "fBodyAccJerkY" 0.28 0.35
19 "walking_downstairs" "fBodyAccJerkZ" 0.06 -0.1
19 "walking_downstairs" "fBodyAccMag" 0.59 0.08
19 "walking_downstairs" "fBodyAccX" 0.54 0.66
19 "walking_downstairs" "fBodyAccY" 0.49 0.43
19 "walking_downstairs" "fBodyAccZ" 0.11 -0.08
19 "walking_downstairs" "fBodyBodyAccJerkMag" 0.54 0.32
19 "walking_downstairs" "fBodyBodyGyroJerkMag" -0.02 -0.14
19 "walking_downstairs" "fBodyBodyGyroMag" 0.2 0.03
19 "walking_downstairs" "fBodyGyroX" 0.47 0.2
19 "walking_downstairs" "fBodyGyroY" 0.15 -0.03
19 "walking_downstairs" "fBodyGyroZ" 0.21 -0.22
19 "walking_downstairs" "tBodyAccJerkMag" 0.43 0.45
19 "walking_downstairs" "tBodyAccJerkX" 0.07 0.54
19 "walking_downstairs" "tBodyAccJerkY" -0.04 0.36
19 "walking_downstairs" "tBodyAccJerkZ" -0.01 -0.02
19 "walking_downstairs" "tBodyAccMag" 0.64 0.41
19 "walking_downstairs" "tBodyAccX" 0.26 0.63
19 "walking_downstairs" "tBodyAccY" -0.01 0.51
19 "walking_downstairs" "tBodyAccZ" -0.13 0.05
19 "walking_downstairs" "tBodyGyroJerkMag" 0.09 -0.04
19 "walking_downstairs" "tBodyGyroJerkX" -0.03 0.18
19 "walking_downstairs" "tBodyGyroJerkY" -0.04 -0.01
